jhammond@nid02816:/global/u1/j/jhammond/BigMPI/test/perf> for m in {1..20} ; do aprun -n $((16*24)) -N 24 ./reductions $((m*1024*1024)) ; done ; for m in {1..100} ; do aprun -n $((16*1)) -N 1 ./reductions $((m*1024*1024)) ; done
n = 1048576 tmpi = 0.041302 dtusr = 0.058900
n = 2097152 tmpi = 0.086179 dtusr = 0.123740
n = 3145728 tmpi = 0.128187 dtusr = 0.187662
n = 4194304 tmpi = 0.194513 dtusr = 0.280332
n = 5242880 tmpi = 0.238341 dtusr = 0.348871
n = 6291456 tmpi = 0.287741 dtusr = 0.414628
n = 7340032 tmpi = 0.334148 dtusr = 0.483676
n = 8388608 tmpi = 0.377648 dtusr = 0.549098
n = 9437184 tmpi = 0.426351 dtusr = 0.619106
n = 10485760 tmpi = 0.477932 dtusr = 0.696609
n = 11534336 tmpi = 0.527601 dtusr = 0.760878
n = 12582912 tmpi = 0.571501 dtusr = 0.831100
n = 13631488 tmpi = 0.617532 dtusr = 0.898232
n = 14680064 tmpi = 0.671074 dtusr = 0.962340
n = 15728640 tmpi = 0.715748 dtusr = 1.044101
n = 16777216 tmpi = 0.767372 dtusr = 1.098283
n = 17825792 tmpi = 0.814655 dtusr = 1.180971
n = 18874368 tmpi = 0.852220 dtusr = 1.247759
n = 19922944 tmpi = 0.914204 dtusr = 1.322813
n = 20971520 tmpi = 0.972996 dtusr = 1.383711

n = 1048576 tmpi = 0.004580 dtusr = 0.010680
n = 2097152 tmpi = 0.011627 dtusr = 0.025595
n = 3145728 tmpi = 0.015224 dtusr = 0.039677
n = 4194304 tmpi = 0.030422 dtusr = 0.073979
n = 5242880 tmpi = 0.044674 dtusr = 0.086465
n = 6291456 tmpi = 0.047013 dtusr = 0.103490
n = 7340032 tmpi = 0.054320 dtusr = 0.121936
n = 8388608 tmpi = 0.062122 dtusr = 0.140758
n = 9437184 tmpi = 0.072351 dtusr = 0.152644
n = 10485760 tmpi = 0.077299 dtusr = 0.172595
n = 11534336 tmpi = 0.085353 dtusr = 0.183192
n = 12582912 tmpi = 0.095174 dtusr = 0.204315
n = 13631488 tmpi = 0.106609 dtusr = 0.221134
n = 14680064 tmpi = 0.113865 dtusr = 0.244388
n = 15728640 tmpi = 0.117774 dtusr = 0.252368
n = 16777216 tmpi = 0.124541 dtusr = 0.269608
n = 17825792 tmpi = 0.134630 dtusr = 0.288490
n = 18874368 tmpi = 0.141131 dtusr = 0.307131
n = 19922944 tmpi = 0.151772 dtusr = 0.321294
n = 20971520 tmpi = 0.157414 dtusr = 0.337661
n = 22020096 tmpi = 0.162954 dtusr = 0.349642
n = 23068672 tmpi = 0.174183 dtusr = 0.367490
n = 24117248 tmpi = 0.186901 dtusr = 0.390821
n = 25165824 tmpi = 0.189318 dtusr = 0.404236
n = 26214400 tmpi = 0.196490 dtusr = 0.422266
n = 27262976 tmpi = 0.206972 dtusr = 0.437305
n = 28311552 tmpi = 0.216338 dtusr = 0.476440
n = 29360128 tmpi = 0.222644 dtusr = 0.475231
n = 30408704 tmpi = 0.230779 dtusr = 0.497514
n = 31457280 tmpi = 0.238061 dtusr = 0.507537
n = 32505856 tmpi = 0.244481 dtusr = 0.523198
n = 33554432 tmpi = 0.262631 dtusr = 0.553355
n = 34603008 tmpi = 0.263621 dtusr = 0.558404
n = 35651584 tmpi = 0.275670 dtusr = 0.576541
n = 36700160 tmpi = 0.288290 dtusr = 0.605875
n = 37748736 tmpi = 0.299254 dtusr = 0.619099
n = 38797312 tmpi = 0.297201 dtusr = 0.645009
n = 39845888 tmpi = 0.300704 dtusr = 0.641954
n = 40894464 tmpi = 0.308170 dtusr = 0.666625
n = 41943040 tmpi = 0.325112 dtusr = 0.698830
